ticker;date;close;volume
CENCOSUD.SN;2023-01-03;1331.4;285455
CENCOSUD.SN;2023-01-04;1317.3;100000
CENCOSUD.SN;2023-01-05;1313.0;1131311
CENCOSUD.SN;2023-01-06;1296.5;160420
CENCOSUD.SN;2023-01-09;1300.0;268776
CENCOSUD.SN;2023-01-10;1300.0;550443
CENCOSUD.SN;2023-01-11;1284.2;1139921
CENCOSUD.SN;2023-01-12;1295.0;194192
CENCOSUD.SN;2023-01-13;1300.0;502341
CENCOSUD.SN;2023-01-16;1310.0;166701
CENCOSUD.SN;2023-01-17;1310.0;783471
CENCOSUD.SN;2023-01-18;1356.4;764147
CENCOSUD.SN;2023-01-19;1340.0;2203986
CENCOSUD.SN;2023-01-20;1374.0;371572
CENCOSUD.SN;2023-01-23;1414.8;289012
CENCOSUD.SN;2023-01-24;1401.0;907605
CENCOSUD.SN;2023-01-25;1393.7;1058621
CENCOSUD.SN;2023-01-26;1431.0;1211677
CENCOSUD.SN;2023-01-27;1475.0;609408
CENCOSUD.SN;2023-01-30;1463.0;948136
CENCOSUD.SN;2023-01-31;1430.0;1642760
CENCOSUD.SN;2023-02-01;1420.0;635518
CENCOSUD.SN;2023-02-02;1440.0;1400787
CENCOSUD.SN;2023-02-03;1448.0;281499
CENCOSUD.SN;2023-02-06;1420.0;339577
CENCOSUD.SN;2023-02-07;1420.0;348537
CENCOSUD.SN;2023-02-08;1425.0;257477
CENCOSUD.SN;2023-02-09;1435.0;577584
CENCOSUD.SN;2023-02-10;1450.0;238539
CENCOSUD.SN;2023-02-13;1450.0;5192067
CENCOSUD.SN;2023-02-14;1465.0;825285
CENCOSUD.SN;2023-02-15;1486.0;800000
CENCOSUD.SN;2023-02-16;1504.0;689726
CENCOSUD.SN;2023-02-17;1505.0;292792
CENCOSUD.SN;2023-02-20;1475.0;1575150
CENCOSUD.SN;2023-02-21;1475.0;289571
CENCOSUD.SN;2023-02-22;1470.0;953416
CENCOSUD.SN;2023-02-23;1490.3;350125
CENCOSUD.SN;2023-02-24;1495.0;625349
CENCOSUD.SN;2023-02-27;1534.0;255897
CENCOSUD.SN;2023-02-28;1565.0;5318305
CENCOSUD.SN;2023-03-01;1539.0;395819
CENCOSUD.SN;2023-03-02;1535.0;776414
CENCOSUD.SN;2023-03-03;1550.0;692039
CENCOSUD.SN;2023-03-06;1558.0;568712
CENCOSUD.SN;2023-03-07;1530.0;426265
CENCOSUD.SN;2023-03-08;1540.0;832337
CENCOSUD.SN;2023-03-09;1550.0;598153
CENCOSUD.SN;2023-03-10;1550.0;617722
CENCOSUD.SN;2023-03-13;1531.0;403518
CENCOSUD.SN;2023-03-14;1530.1;737269
CENCOSUD.SN;2023-03-15;1535.0;1426778
CENCOSUD.SN;2023-03-16;1540.0;634255
CENCOSUD.SN;2023-03-17;1528.0;10072294
CENCOSUD.SN;2023-03-20;1526.0;122076
CENCOSUD.SN;2023-03-21;1530.0;124686
CENCOSUD.SN;2023-03-22;1520.1;216169
CENCOSUD.SN;2023-03-23;1523.1;8341148
CENCOSUD.SN;2023-03-24;1510.0;793314
CENCOSUD.SN;2023-03-27;1525.0;599560
CENCOSUD.SN;2023-03-28;1531.0;604015
CENCOSUD.SN;2023-03-29;1536.0;1204840
CENCOSUD.SN;2023-03-30;1540.0;884495
CENCOSUD.SN;2023-03-31;1536.0;1216924
CENCOSUD.SN;2023-04-03;1545.1;293582
CENCOSUD.SN;2023-04-04;1536.0;757306
CENCOSUD.SN;2023-04-05;1539.9;115871
CENCOSUD.SN;2023-04-06;1544.0;1352842
CENCOSUD.SN;2023-04-10;1562.0;128373
CENCOSUD.SN;2023-04-11;1600.0;971114
CENCOSUD.SN;2023-04-12;1595.0;932605
CENCOSUD.SN;2023-04-13;1595.0;4197251
CENCOSUD.SN;2023-04-14;1605.1;157462
CENCOSUD.SN;2023-04-17;1614.0;114633
CENCOSUD.SN;2023-04-18;1630.0;636621
CENCOSUD.SN;2023-04-19;1611.4;251310
CENCOSUD.SN;2023-04-20;1601.6;245331
CENCOSUD.SN;2023-04-21;1570.0;958632
CENCOSUD.SN;2023-04-24;1600.0;503605
CENCOSUD.SN;2023-04-25;1610.0;171312
CENCOSUD.SN;2023-04-26;1620.0;483848
CENCOSUD.SN;2023-04-27;1625.0;616183
CENCOSUD.SN;2023-04-28;1645.0;929784
CENCOSUD.SN;2023-05-02;1670.0;300842
CENCOSUD.SN;2023-05-03;1680.0;584845
CENCOSUD.SN;2023-05-04;1638.0;56750
CENCOSUD.SN;2023-05-05;1588.8;265892
CENCOSUD.SN;2023-05-08;1641.2;503836
CENCOSUD.SN;2023-05-09;1604.8;442684
CENCOSUD.SN;2023-05-10;1538.0;1989922
CENCOSUD.SN;2023-05-11;1555.0;683850
CENCOSUD.SN;2023-05-12;1530.0;630145
CENCOSUD.SN;2023-05-15;1507.0;755104
CENCOSUD.SN;2023-05-16;1516.0;507957
CENCOSUD.SN;2023-05-17;1500.0;385779
CENCOSUD.SN;2023-05-18;1540.0;422711
CENCOSUD.SN;2023-05-19;1554.2;363942
CENCOSUD.SN;2023-05-22;1555.0;1524988
CENCOSUD.SN;2023-05-23;1545.0;370291
CENCOSUD.SN;2023-05-24;1553.8;335312
CENCOSUD.SN;2023-05-25;1535.0;517186
CENCOSUD.SN;2023-05-26;1538.0;553774
CENCOSUD.SN;2023-05-29;1540.0;362152
CENCOSUD.SN;2023-05-30;1540.0;946224
CENCOSUD.SN;2023-05-31;1530.0;15421426
CENCOSUD.SN;2023-06-01;1508.0;698354
CENCOSUD.SN;2023-06-02;1545.0;285837
CENCOSUD.SN;2023-06-05;1568.5;487761
CENCOSUD.SN;2023-06-06;1560.0;209996
CENCOSUD.SN;2023-06-07;1564.0;1493192
CENCOSUD.SN;2023-06-08;1568.9;799584
CENCOSUD.SN;2023-06-09;1570.0;763259
CENCOSUD.SN;2023-06-12;1564.0;421188
CENCOSUD.SN;2023-06-13;1550.0;397836
CENCOSUD.SN;2023-06-14;1550.0;443042
CENCOSUD.SN;2023-06-15;1575.0;222109
CENCOSUD.SN;2023-06-16;1558.0;3924182
CENCOSUD.SN;2023-06-19;1543.6;90385
CENCOSUD.SN;2023-06-20;1562.9;266563
CENCOSUD.SN;2023-06-22;1568.0;559381
CENCOSUD.SN;2023-06-23;1545.0;273246
CENCOSUD.SN;2023-06-27;1525.0;1019270
CENCOSUD.SN;2023-06-28;1524.0;248983
CENCOSUD.SN;2023-06-29;1525.0;390627
CENCOSUD.SN;2023-06-30;1553.9;484642
CENCOSUD.SN;2023-07-03;1624.0;209073
CENCOSUD.SN;2023-07-04;1655.0;162659
CENCOSUD.SN;2023-07-05;1636.0;485095
CENCOSUD.SN;2023-07-06;1604.0;833689
CENCOSUD.SN;2023-07-07;1630.0;452283
CENCOSUD.SN;2023-07-10;1646.0;245148
CENCOSUD.SN;2023-07-11;1640.1;248204
CENCOSUD.SN;2023-07-12;1647.0;726023
CENCOSUD.SN;2023-07-13;1630.0;568902
CENCOSUD.SN;2023-07-14;1671.0;348199
CENCOSUD.SN;2023-07-17;1705.9;1083257
CENCOSUD.SN;2023-07-18;1772.0;587871
CENCOSUD.SN;2023-07-19;1816.8;845508
CENCOSUD.SN;2023-07-20;1840.0;859987
CENCOSUD.SN;2023-07-21;1805.0;133715
CENCOSUD.SN;2023-07-24;1824.9;385771
CENCOSUD.SN;2023-07-25;1820.1;120370
CENCOSUD.SN;2023-07-26;1812.0;512803
CENCOSUD.SN;2023-07-27;1820.0;264730
CENCOSUD.SN;2023-07-28;1821.0;186558
CENCOSUD.SN;2023-07-31;1803.0;1487437
CENCOSUD.SN;2023-08-01;1837.0;502543
CENCOSUD.SN;2023-08-02;1820.0;296941
CENCOSUD.SN;2023-08-03;1822.0;155946
CENCOSUD.SN;2023-08-04;1800.0;519412
CENCOSUD.SN;2023-08-07;1834.0;363296
CENCOSUD.SN;2023-08-08;1794.0;553847
CENCOSUD.SN;2023-08-09;1820.0;6287973
CENCOSUD.SN;2023-08-10;1828.9;833108
CENCOSUD.SN;2023-08-11;1847.5;454454
CENCOSUD.SN;2023-08-14;1844.0;192
CENCOSUD.SN;2023-08-16;1826.0;575369
CENCOSUD.SN;2023-08-17;1800.0;370235
CENCOSUD.SN;2023-08-18;1820.0;1114330
CENCOSUD.SN;2023-08-21;1844.8;798116
CENCOSUD.SN;2023-08-22;1840.0;682442
CENCOSUD.SN;2023-08-23;1880.0;894575
CENCOSUD.SN;2023-08-24;1842.0;821441
CENCOSUD.SN;2023-08-25;1848.5;875828
CENCOSUD.SN;2023-08-28;1828.0;328472
CENCOSUD.SN;2023-08-29;1825.0;276204
CENCOSUD.SN;2023-08-30;1820.0;232400
CENCOSUD.SN;2023-08-31;1825.0;4922955
CENCOSUD.SN;2023-09-01;1840.0;277448
CENCOSUD.SN;2023-09-04;1822.0;123978
CENCOSUD.SN;2023-09-05;1816.0;136011
CENCOSUD.SN;2023-09-06;1786.1;225605
CENCOSUD.SN;2023-09-07;1794.0;508705
CENCOSUD.SN;2023-09-08;1782.0;313785
CENCOSUD.SN;2023-09-11;1748.0;247519
CENCOSUD.SN;2023-09-12;1746.0;698605
CENCOSUD.SN;2023-09-13;1751.0;540732
CENCOSUD.SN;2023-09-14;1780.0;212485
CENCOSUD.SN;2023-09-15;1772.0;5414612
CENCOSUD.SN;2023-09-20;1756.0;793136
CENCOSUD.SN;2023-09-21;1731.0;373892
CENCOSUD.SN;2023-09-22;1680.0;402573
CENCOSUD.SN;2023-09-25;1645.0;552673
CENCOSUD.SN;2023-09-26;1658.0;695935
CENCOSUD.SN;2023-09-27;1671.5;591543
CENCOSUD.SN;2023-09-28;1675.0;604003
CENCOSUD.SN;2023-09-29;1685.0;698335
CENCOSUD.SN;2023-10-02;1665.0;271821
CENCOSUD.SN;2023-10-03;1634.0;495654
CENCOSUD.SN;2023-10-04;1640.0;780630
CENCOSUD.SN;2023-10-05;1610.0;703459
CENCOSUD.SN;2023-10-06;1615.0;288447
CENCOSUD.SN;2023-10-10;1600.0;462426
CENCOSUD.SN;2023-10-11;1587.3;1164546
CENCOSUD.SN;2023-10-12;1558.0;902763
CENCOSUD.SN;2023-10-13;1515.1;530512
CENCOSUD.SN;2023-10-16;1550.0;486368
CENCOSUD.SN;2023-10-17;1565.0;655194
