ticker;date;close;volume
SMSAAM.SN;2023-01-03;95.78;112
SMSAAM.SN;2023-01-04;95.0;400000
SMSAAM.SN;2023-01-05;94.94;694588
SMSAAM.SN;2023-01-06;91.93;393540
SMSAAM.SN;2023-01-09;91.39;521423
SMSAAM.SN;2023-01-10;89.56;1716673
SMSAAM.SN;2023-01-11;87.63;56733
SMSAAM.SN;2023-01-12;87.83;1905615
SMSAAM.SN;2023-01-13;89.71;53690
SMSAAM.SN;2023-01-16;91.97;65756
SMSAAM.SN;2023-01-17;89.47;70159330
SMSAAM.SN;2023-01-18;88.86;58234
SMSAAM.SN;2023-01-19;89.54;39286
SMSAAM.SN;2023-01-20;94.49;98093239
SMSAAM.SN;2023-01-23;91.81;144205
SMSAAM.SN;2023-01-24;90.0;124198
SMSAAM.SN;2023-01-25;90.0;10243
SMSAAM.SN;2023-01-26;90.0;4293
SMSAAM.SN;2023-01-27;90.0;3260412
SMSAAM.SN;2023-01-30;94.23;58761
SMSAAM.SN;2023-01-31;94.2;969854
SMSAAM.SN;2023-02-01;94.2;172
SMSAAM.SN;2023-02-02;89.99;2991648
SMSAAM.SN;2023-02-03;90.5;769711
SMSAAM.SN;2023-02-06;90.5;0
SMSAAM.SN;2023-02-07;90.5;0
SMSAAM.SN;2023-02-08;92.01;36307948
SMSAAM.SN;2023-02-09;92.01;7452
SMSAAM.SN;2023-02-10;91.44;24707
SMSAAM.SN;2023-02-13;91.44;16109
SMSAAM.SN;2023-02-14;91.44;0
SMSAAM.SN;2023-02-15;89.99;8223
SMSAAM.SN;2023-02-16;89.94;48701
SMSAAM.SN;2023-02-17;89.94;16885
SMSAAM.SN;2023-02-20;88.16;434375
SMSAAM.SN;2023-02-21;88.09;8438
SMSAAM.SN;2023-02-22;88.89;115441
SMSAAM.SN;2023-02-23;88.89;380
SMSAAM.SN;2023-02-24;88.16;1271985
SMSAAM.SN;2023-02-27;90.0;17735466
SMSAAM.SN;2023-02-28;90.0;44670
SMSAAM.SN;2023-03-01;90.69;111239
SMSAAM.SN;2023-03-02;92.0;8268
SMSAAM.SN;2023-03-03;92.01;26315
SMSAAM.SN;2023-03-06;93.02;1061783
SMSAAM.SN;2023-03-07;92.5;130125
SMSAAM.SN;2023-03-08;93.5;24773209
SMSAAM.SN;2023-03-09;92.52;1258981
SMSAAM.SN;2023-03-10;92.52;0
SMSAAM.SN;2023-03-13;92.0;27696429
SMSAAM.SN;2023-03-14;92.03;411169
SMSAAM.SN;2023-03-15;92.22;163043
SMSAAM.SN;2023-03-16;89.5;307062
SMSAAM.SN;2023-03-17;89.48;192101
SMSAAM.SN;2023-03-20;89.57;15886
SMSAAM.SN;2023-03-21;89.57;58665
SMSAAM.SN;2023-03-22;89.57;22342
SMSAAM.SN;2023-03-23;89.98;373294
SMSAAM.SN;2023-03-24;87.7;357
SMSAAM.SN;2023-03-27;87.7;96934
SMSAAM.SN;2023-03-28;86.44;99122
SMSAAM.SN;2023-03-29;88.46;198047
SMSAAM.SN;2023-03-30;88.3;308881
SMSAAM.SN;2023-03-31;86.54;50000
SMSAAM.SN;2023-04-03;84.21;177750
SMSAAM.SN;2023-04-04;84.21;31850
SMSAAM.SN;2023-04-05;84.21;418838
SMSAAM.SN;2023-04-06;84.21;30864
SMSAAM.SN;2023-04-10;84.21;8648
SMSAAM.SN;2023-04-11;84.14;1312
SMSAAM.SN;2023-04-12;86.0;36292052
SMSAAM.SN;2023-04-13;85.66;2122827
SMSAAM.SN;2023-04-14;85.0;1450277
SMSAAM.SN;2023-04-17;84.99;147427
SMSAAM.SN;2023-04-18;84.99;6176
SMSAAM.SN;2023-04-19;85.5;17520
SMSAAM.SN;2023-04-20;84.0;194410
SMSAAM.SN;2023-04-21;84.0;65591
SMSAAM.SN;2023-04-24;83.9;140399
SMSAAM.SN;2023-04-25;84.45;2659332
SMSAAM.SN;2023-04-26;84.0;119047
SMSAAM.SN;2023-04-27;84.0;23095431
SMSAAM.SN;2023-04-28;82.04;721208
SMSAAM.SN;2023-05-02;79.99;442383
SMSAAM.SN;2023-05-03;80.0;198602
SMSAAM.SN;2023-05-04;80.55;450721
SMSAAM.SN;2023-05-05;81.49;8864
SMSAAM.SN;2023-05-08;82.0;210000
SMSAAM.SN;2023-05-09;81.23;44644
SMSAAM.SN;2023-05-10;82.03;18124
SMSAAM.SN;2023-05-11;83.0;119422
SMSAAM.SN;2023-05-12;83.17;18214
SMSAAM.SN;2023-05-15;82.5;853205
SMSAAM.SN;2023-05-16;84.05;18083
SMSAAM.SN;2023-05-17;84.0;1429436
SMSAAM.SN;2023-05-18;84.03;1350425
SMSAAM.SN;2023-05-19;83.98;657483
SMSAAM.SN;2023-05-22;84.47;448716
SMSAAM.SN;2023-05-23;85.96;540049
SMSAAM.SN;2023-05-24;84.92;104978
SMSAAM.SN;2023-05-25;83.44;678711
SMSAAM.SN;2023-05-26;85.38;86505
SMSAAM.SN;2023-05-29;86.59;130448
SMSAAM.SN;2023-05-30;87.0;550914
SMSAAM.SN;2023-05-31;87.01;854396
SMSAAM.SN;2023-06-01;87.19;146936
SMSAAM.SN;2023-06-02;85.61;109702
SMSAAM.SN;2023-06-05;83.52;272287
SMSAAM.SN;2023-06-06;84.0;4675895
SMSAAM.SN;2023-06-07;84.0;14705
SMSAAM.SN;2023-06-08;84.16;1546250
SMSAAM.SN;2023-06-09;84.0;2395958
SMSAAM.SN;2023-06-12;84.0;929067
SMSAAM.SN;2023-06-13;84.0;20564968
SMSAAM.SN;2023-06-14;85.0;1173949
SMSAAM.SN;2023-06-15;87.0;2712862
SMSAAM.SN;2023-06-16;87.0;194433
SMSAAM.SN;2023-06-19;86.81;973300
SMSAAM.SN;2023-06-20;86.81;73124
SMSAAM.SN;2023-06-22;87.2;121191
SMSAAM.SN;2023-06-23;87.2;80000
SMSAAM.SN;2023-06-27;85.37;111723
SMSAAM.SN;2023-06-28;84.45;563232
SMSAAM.SN;2023-06-29;84.64;185537
SMSAAM.SN;2023-06-30;85.46;204996
SMSAAM.SN;2023-07-03;84.96;155090
SMSAAM.SN;2023-07-04;84.96;51258
SMSAAM.SN;2023-07-05;84.0;165356
SMSAAM.SN;2023-07-06;84.0;3688019
SMSAAM.SN;2023-07-07;86.0;137709
SMSAAM.SN;2023-07-10;89.0;1643471
SMSAAM.SN;2023-07-11;88.4;1000
SMSAAM.SN;2023-07-12;89.11;38199
SMSAAM.SN;2023-07-13;89.94;5147975
SMSAAM.SN;2023-07-14;90.0;1123572
SMSAAM.SN;2023-07-17;90.18;115747
SMSAAM.SN;2023-07-18;92.0;3343536
SMSAAM.SN;2023-07-19;92.0;11797
SMSAAM.SN;2023-07-20;94.0;265957
SMSAAM.SN;2023-07-21;91.0;3218
SMSAAM.SN;2023-07-24;90.5;1098
SMSAAM.SN;2023-07-25;90.5;4049
SMSAAM.SN;2023-07-26;91.5;243037
SMSAAM.SN;2023-07-27;91.5;19198
SMSAAM.SN;2023-07-28;91.0;1392848
SMSAAM.SN;2023-07-31;91.0;6011567
SMSAAM.SN;2023-08-01;92.05;180030
SMSAAM.SN;2023-08-02;94.12;2941043
SMSAAM.SN;2023-08-03;95.41;2302835
SMSAAM.SN;2023-08-04;96.1;3911180
SMSAAM.SN;2023-08-07;98.01;7845613
SMSAAM.SN;2023-08-08;97.47;753484
SMSAAM.SN;2023-08-09;99.0;1523575
SMSAAM.SN;2023-08-10;102.75;1000000
SMSAAM.SN;2023-08-11;104.19;48906
SMSAAM.SN;2023-08-14;105.0;3437228
SMSAAM.SN;2023-08-16;102.91;98300
SMSAAM.SN;2023-08-17;103.0;6411277
SMSAAM.SN;2023-08-18;103.04;85950
SMSAAM.SN;2023-08-21;100.95;1269651
SMSAAM.SN;2023-08-22;100.95;72
SMSAAM.SN;2023-08-23;102.66;18428
SMSAAM.SN;2023-08-24;102.66;45939
SMSAAM.SN;2023-08-25;103.0;132948
SMSAAM.SN;2023-08-28;103.0;12213
SMSAAM.SN;2023-08-29;102.95;29052
SMSAAM.SN;2023-08-30;101.5;183600
SMSAAM.SN;2023-08-31;101.28;1008114
SMSAAM.SN;2023-09-01;101.28;29813
SMSAAM.SN;2023-09-04;101.28;193
SMSAAM.SN;2023-09-05;97.41;568523
SMSAAM.SN;2023-09-06;97.41;3292
SMSAAM.SN;2023-09-07;99.43;81035
SMSAAM.SN;2023-09-08;99.43;0
SMSAAM.SN;2023-09-11;99.2;1532285
SMSAAM.SN;2023-09-12;99.2;43889
SMSAAM.SN;2023-09-13;99.2;3872
SMSAAM.SN;2023-09-14;98.1;3079
SMSAAM.SN;2023-09-15;98.1;50225
SMSAAM.SN;2023-09-20;98.1;0
SMSAAM.SN;2023-09-21;97.52;1230054
SMSAAM.SN;2023-09-22;96.54;10088752
SMSAAM.SN;2023-09-25;96.55;11772
SMSAAM.SN;2023-09-26;96.55;53578
SMSAAM.SN;2023-09-27;95.65;55916
